Tarih,Euro (TL),Dolar (TL),Altın (TL),BIST 100,Bitcoin ($),Gümüş (TL),Brent ($)
09.06.2025 23:50,"44,94","39,30","4.203,23","9.486,56","110.144,00","46,51","66,84"
